Cliente,Saída,Chegada,Estadia (em dias),Estrelas,Orçamento (em reais)
7430,MCZ,SP,7,1,8841
7431,SAO,PMW,11,2,2703
7432,BH,PMW,1,1,2076
7433,FLN,SSA,20,1,6860
7434,RIO,REC,16,1,4648
7435,SP,POA,8,5,9178
7436,MCZ,SSA,11,2,6231
7437,BH,SAO,1,3,2964
7438,PMW,BSB,7,1,7287
7439,RIO,BH,3,2,2423
7440,PMW,SSA,14,4,5026
7441,MCZ,BSB,17,3,8335
7442,FLN,MCZ,9,1,5833
7443,SAO,SSA,3,3,6800
7444,SAO,SP,1,2,7199
7445,REC,SAO,1,2,4119
7446,POA,REC,6,5,4070
7447,RIO,SSA,5,1,8939
7448,BH,MCZ,12,1,4316
7449,BH,SSA,11,1,4100
7450,PMW,SP,20,4,6256
7451,BSB,SAO,20,4,6899
7452,BSB,BH,8,2,7523
7453,MCZ,RIO,1,3,9679
7454,SSA,REC,4,2,9146
7455,BSB,RIO,8,4,3447
7456,SAO,POA,18,5,8856
7457,FLN,RIO,6,4,7332
7458,SSA,FLN,10,1,3740
7459,FLN,BH,3,3,2968
7460,BSB,MCZ,20,4,6967
7461,SAO,RIO,7,2,9944
7462,RIO,BSB,4,1,9927
7463,SP,RIO,10,1,4669
7464,SSA,PMW,14,5,6349
7465,POA,BH,3,2,2633
7466,POA,RIO,12,4,6439
7467,BSB,RIO,15,5,4888
7468,SP,MCZ,8,1,2151
7469,POA,SAO,19,1,3824
7470,SP,BSB,13,4,2189
7471,BSB,FLN,4,5,3232
7472,SAO,RIO,2,2,6964
7473,SP,SSA,10,1,2093
7474,SP,MCZ,18,5,5150
7475,SP,SSA,2,2,9578
7476,BSB,REC,20,3,6193
7477,SSA,SP,5,3,8798
7478,BSB,FLN,20,1,7412
7479,RIO,PMW,19,2,8582
7480,PMW,REC,3,5,4599
7481,SAO,RIO,5,5,3753
7482,SSA,BSB,7,3,9731
7483,MCZ,POA,3,4,8214
7484,POA,PMW,5,5,5820
7485,SAO,POA,15,1,5801
7486,BH,POA,10,4,3710
7487,PMW,BSB,1,1,7294
7488,PMW,MCZ,9,5,5708
7489,REC,RIO,16,2,5556
7490,FLN,SAO,3,4,5376
7491,RIO,SSA,15,5,9165
7492,POA,SAO,10,3,6991
7493,MCZ,SAO,14,3,4126
7494,BH,RIO,5,5,3517
7495,PMW,POA,9,1,6241
7496,SAO,PMW,8,4,6449
7497,SSA,FLN,15,2,7416
7498,POA,REC,6,5,3773
7499,FLN,PMW,2,3,4861
7500,BSB,MCZ,10,2,4375
7501,POA,BSB,4,1,2716
7502,FLN,MCZ,12,3,2383
7503,POA,MCZ,3,3,7062
7504,RIO,SSA,20,3,3381
7505,MCZ,SSA,3,4,5699
7506,SAO,SP,10,1,3863
7507,PMW,REC,10,1,8744
7508,FLN,SP,2,2,9648
7509,PMW,REC,1,4,7008
7510,SSA,POA,14,5,2169
7511,REC,BH,19,5,2153
7512,SSA,SAO,11,3,2160
7513,SAO,SSA,1,1,8662
7514,BH,SSA,1,3,8327
7515,PMW,FLN,19,4,3842
7516,BSB,SSA,14,2,4220
7517,RIO,SSA,9,2,3127
7518,POA,RIO,15,4,4712
7519,REC,SAO,17,3,4118
7520,SSA,POA,13,4,9641
7521,PMW,REC,4,2,5443
7522,SAO,RIO,13,4,9971
7523,RIO,SSA,6,1,9573
7524,PMW,BH,4,2,8182
7525,SP,REC,1,4,4815
7526,BH,SP,8,5,3630
7527,SAO,SSA,10,5,2754
7528,SP,BH,1,1,8254
7529,MCZ,SSA,15,4,5586
7530,SSA,MCZ,11,5,9261
7531,REC,RIO,13,3,2141
7532,POA,REC,4,2,5212
7533,BSB,REC,20,2,4521
7534,BSB,FLN,2,2,4049
7535,SP,REC,3,1,4960
7536,MCZ,REC,16,1,7739
7537,PMW,SAO,14,1,8253
7538,SSA,FLN,19,3,5688
7539,PMW,SP,12,2,3238
7540,REC,BH,10,3,3571
7541,SAO,POA,12,1,5868
7542,SP,BH,12,4,7342
7543,FLN,BSB,2,3,5039
7544,BSB,FLN,8,4,8368
7545,RIO,PMW,11,3,5453
7546,RIO,SSA,12,2,8054
7547,PMW,RIO,2,3,5971
7548,REC,SAO,9,4,2380
7549,RIO,BH,5,5,8388
7550,SAO,SSA,2,2,7204
7551,SSA,SP,19,2,7583
7552,SAO,BSB,18,2,4613
7553,POA,FLN,10,4,2714
7554,SAO,FLN,20,3,3342
7555,REC,BH,13,2,5177
7556,BSB,SAO,17,1,6502
7557,SP,SSA,14,5,8028
7558,MCZ,BSB,6,2,3061
7559,BH,SSA,18,1,5216
7560,BH,SSA,18,1,8357
7561,FLN,REC,6,4,5344
7562,FLN,PMW,15,2,7708
7563,BH,PMW,2,5,4096
7564,SP,RIO,14,4,8925
7565,SP,BH,8,1,7608
7566,SP,REC,1,2,7652
7567,FLN,POA,8,3,6715
7568,FLN,MCZ,15,2,6893
7569,BH,SP,20,4,2487
7570,SSA,MCZ,5,5,7605
7571,FLN,SSA,3,5,7507
7572,SP,MCZ,7,3,4932
7573,MCZ,POA,17,4,5195
7574,BH,SP,10,1,9678
7575,SP,REC,14,5,3623
7576,BH,PMW,8,3,9601
7577,BH,SP,18,2,5436
7578,PMW,POA,8,1,6794
7579,POA,PMW,4,4,6121
7580,SP,REC,3,3,2183
7581,SP,BSB,11,1,3516
7582,SSA,SP,2,4,2880
7583,BH,REC,6,4,8995
7584,MCZ,POA,8,5,6180
7585,REC,RIO,9,2,4621
7586,MCZ,PMW,13,3,4455
7587,SSA,REC,8,5,3719
7588,SSA,BH,1,5,7641
7589,SP,BSB,9,4,6041
7590,RIO,PMW,15,3,6485
7591,SP,MCZ,15,4,9426
7592,REC,POA,11,3,6794
7593,RIO,REC,7,2,9074
7594,FLN,SP,16,3,8355
7595,SSA,REC,9,3,3546
7596,FLN,POA,12,4,3416
7597,PMW,SSA,12,1,2468
7598,BH,RIO,7,5,8679
7599,FLN,BSB,14,4,2255
7600,RIO,SAO,4,1,9335
7601,RIO,SSA,15,1,2667
7602,REC,BH,6,3,8230
7603,REC,BSB,1,1,8018
7604,MCZ,FLN,17,1,9846
7605,REC,BSB,5,5,5158
7606,SAO,FLN,16,4,8580
7607,POA,BSB,2,2,6595
7608,FLN,POA,15,5,2247
7609,SSA,REC,10,3,3793
7610,SAO,RIO,8,4,7115
7611,POA,MCZ,5,5,8128
7612,SSA,FLN,4,4,5920
7613,FLN,PMW,16,4,3116
7614,MCZ,SP,2,1,6601
7615,SP,MCZ,13,5,3208
7616,POA,RIO,5,1,6323
7617,POA,SSA,1,5,5531
7618,PMW,SP,6,4,5028
7619,MCZ,RIO,1,3,2047
7620,RIO,BSB,1,2,3904
7621,POA,REC,10,4,4593
7622,MCZ,SSA,15,3,4166
7623,SSA,SAO,7,3,6291
7624,SAO,SSA,7,1,3660
7625,SSA,POA,10,4,8482
7626,PMW,MCZ,16,4,5366
7627,POA,MCZ,18,4,2075
7628,BSB,FLN,13,3,9296
7629,MCZ,RIO,4,1,5453
7630,FLN,SP,13,4,2461
7631,SP,BH,8,4,6073
7632,SP,BH,2,4,7754
7633,MCZ,BH,5,3,7369
7634,PMW,BSB,4,3,5895
7635,POA,SP,14,3,2694
7636,PMW,BH,11,2,4954
7637,BSB,FLN,15,2,3981
7638,MCZ,BH,18,5,9430
7639,BSB,PMW,16,4,4586
7640,POA,MCZ,7,3,9617
7641,SP,RIO,7,5,3501
7642,RIO,POA,7,2,7399
7643,REC,BH,7,4,8794
7644,FLN,BSB,6,3,8814
7645,SAO,PMW,2,1,5610
7646,BH,BSB,16,3,7732
7647,SAO,REC,9,3,7116
7648,FLN,SP,4,2,7654
7649,BSB,SP,5,5,9943
7650,BSB,RIO,14,3,6204
7651,FLN,BSB,17,1,6059
7652,BSB,PMW,2,1,5159
7653,PMW,BSB,13,1,8972
7654,REC,BH,16,3,8818
7655,POA,FLN,3,3,2980
7656,RIO,MCZ,3,1,4105
7657,POA,FLN,5,4,9585
7658,SSA,SAO,7,3,7161
7659,BSB,PMW,16,1,5407
7660,SP,PMW,4,1,4788
7661,REC,POA,19,4,5126
7662,FLN,REC,19,4,6114
7663,RIO,PMW,8,2,5368
7664,BH,RIO,15,5,3838
7665,SP,MCZ,2,4,7899
7666,BSB,MCZ,6,2,6524
7667,BH,BSB,4,4,8261
7668,SP,RIO,9,2,8943
7669,PMW,SAO,4,1,6761
7670,SAO,POA,15,3,8904
7671,FLN,RIO,9,5,3082
7672,POA,FLN,18,1,2190
7673,MCZ,POA,4,4,6462
7674,REC,BSB,7,1,3388
7675,POA,FLN,2,4,2511
7676,PMW,MCZ,4,5,6137
7677,POA,PMW,12,1,8111
7678,RIO,SSA,14,1,7411
7679,RIO,POA,17,2,5523
7680,SP,REC,6,1,7795
7681,SSA,RIO,11,3,8315
7682,RIO,SAO,15,3,4934
7683,PMW,SAO,15,3,4975
7684,SSA,POA,8,5,5860
7685,BSB,REC,8,3,6366
7686,SAO,BH,4,1,5214
7687,FLN,MCZ,8,4,7213
7688,PMW,REC,7,3,3252
7689,MCZ,SAO,5,5,4620
7690,SP,BH,15,4,8637
7691,RIO,PMW,10,5,6494
7692,POA,SAO,8,3,7692
7693,RIO,REC,15,5,2786
7694,RIO,PMW,19,2,8405
7695,BSB,FLN,12,3,5374
7696,PMW,POA,1,2,9154
7697,BSB,POA,11,3,5795
7698,PMW,FLN,19,2,3660
7699,BH,MCZ,16,2,3810
7700,POA,RIO,15,3,8819
7701,SP,RIO,2,4,4141
7702,SP,FLN,9,4,6740
7703,REC,SAO,9,2,9030
7704,PMW,SSA,5,1,8479
7705,RIO,BH,15,5,2913
7706,REC,BSB,8,3,6482
7707,BSB,SP,12,1,2851
7708,BH,SP,16,2,6889
7709,REC,SSA,3,3,4471
7710,FLN,PMW,1,3,8187
7711,RIO,BSB,9,2,6188
7712,POA,REC,14,3,4649
7713,RIO,SSA,8,5,2670
7714,REC,FLN,13,4,6152
7715,SAO,MCZ,19,3,6105
7716,BH,SSA,17,4,7642
7717,MCZ,RIO,17,3,5165
7718,SSA,POA,1,5,3807
7719,SP,BSB,12,1,5288
7720,REC,SP,4,5,3486
7721,REC,PMW,12,5,8579
7722,POA,BH,9,5,7335
7723,FLN,BSB,14,2,5682
7724,BSB,BH,16,3,3105
7725,POA,BSB,12,1,8700
7726,REC,BSB,17,2,4362
7727,SAO,REC,9,1,2911
7728,BH,REC,5,3,8605
7729,SP,FLN,6,2,9942
7730,FLN,REC,5,2,7957
7731,RIO,BSB,9,5,3514
7732,SSA,RIO,12,1,9322
7733,RIO,SAO,12,5,5666
7734,BSB,POA,13,5,2115
7735,FLN,BSB,17,5,7212
7736,SP,POA,13,1,2273
7737,RIO,BSB,14,5,3274
7738,REC,BH,2,4,9561
7739,BSB,POA,5,2,3971
7740,MCZ,BH,15,5,7660
7741,RIO,PMW,17,1,7924
7742,SAO,FLN,14,4,9701
7743,SP,MCZ,14,2,6119
7744,REC,SAO,1,3,9131
7745,FLN,BH,20,5,3765
7746,BH,FLN,7,3,8677
7747,MCZ,SSA,14,1,7061
7748,SP,POA,9,4,7915
7749,POA,MCZ,5,1,8610
7750,POA,BH,15,4,2285
7751,RIO,MCZ,14,4,3335
7752,MCZ,BH,15,3,6583
7753,FLN,PMW,10,3,8892
7754,MCZ,POA,1,2,3613
7755,MCZ,SAO,19,4,2420
7756,RIO,SAO,5,2,8762
7757,MCZ,PMW,16,2,3196
7758,POA,SAO,11,2,4458
7759,BH,SAO,13,2,5748
7760,SAO,PMW,2,4,5734
7761,PMW,BSB,6,2,6207
7762,POA,REC,16,3,4016
7763,SAO,POA,13,2,6799
7764,POA,RIO,2,4,8629
7765,RIO,PMW,3,5,4506
7766,PMW,SP,8,4,3512
7767,POA,PMW,7,5,4331
7768,POA,BH,12,4,8683
7769,POA,SAO,17,4,3888
7770,RIO,MCZ,5,4,5210
7771,PMW,POA,20,5,3085
7772,REC,PMW,1,4,6201
7773,SAO,BH,15,4,6220
7774,FLN,SP,4,1,6575
7775,SP,REC,16,1,9745
7776,BH,BSB,15,1,6500
7777,SAO,MCZ,6,4,5232
7778,SP,RIO,13,5,5797
7779,RIO,MCZ,16,5,6444
7780,SSA,REC,1,3,2593
7781,SP,PMW,14,3,6422
7782,RIO,SAO,20,5,7744
7783,BSB,SAO,19,2,6483
7784,MCZ,POA,10,1,6070
7785,REC,BH,15,1,5989
7786,SP,POA,6,5,5183
7787,FLN,PMW,19,4,5988
7788,POA,SP,5,2,4165
7789,REC,PMW,11,2,7422
7790,FLN,PMW,9,5,7473
7791,FLN,BH,3,3,2337
7792,RIO,POA,2,3,6732
7793,RIO,SAO,13,4,2799
7794,PMW,REC,14,4,6565
7795,SAO,SSA,3,3,9683
7796,POA,SSA,20,5,4715
7797,BSB,MCZ,18,2,3783
7798,POA,SSA,14,3,7164
7799,SP,MCZ,13,3,6386
7800,MCZ,REC,15,3,5859
7801,SSA,PMW,1,3,6017
7802,FLN,MCZ,4,3,6755
7803,SAO,BH,9,4,8731
7804,MCZ,SAO,7,4,2854
7805,SSA,MCZ,19,4,7752
7806,RIO,PMW,3,3,4575
7807,BSB,PMW,20,4,2193
7808,MCZ,POA,2,4,3908
7809,REC,SP,17,2,9257
7810,MCZ,POA,9,5,2080
7811,SSA,PMW,10,3,2734
7812,SSA,PMW,14,5,3744
7813,BSB,RIO,20,1,7885
7814,SAO,PMW,19,4,8759
7815,FLN,POA,20,4,7924
7816,SSA,BH,17,5,7136
7817,MCZ,SAO,19,3,8739
7818,SP,BSB,18,3,7747
7819,BSB,SAO,7,2,2784
7820,MCZ,BSB,1,4,6118
7821,FLN,MCZ,14,5,7957
7822,SAO,BSB,12,4,3671
7823,BH,POA,20,5,8413
7824,REC,PMW,14,2,3191
7825,POA,MCZ,20,2,5694
7826,FLN,SAO,15,3,3133
7827,POA,MCZ,8,4,3691
7828,SSA,RIO,5,5,6227
7829,RIO,SAO,10,3,6496
7830,SP,BH,17,1,4474
7831,BSB,BH,1,2,6749
7832,SSA,REC,7,4,5265
7833,MCZ,RIO,16,1,3686
7834,SP,RIO,18,2,5323
7835,SAO,POA,15,2,8171
7836,BH,POA,9,3,2406
7837,SSA,FLN,19,2,9224
7838,MCZ,SP,8,3,3084
7839,MCZ,BSB,7,3,8821
7840,FLN,SAO,15,2,7765
7841,SSA,BH,18,2,5541
7842,MCZ,RIO,2,3,3483
7843,RIO,SP,10,3,5404
7844,SAO,RIO,6,2,8140
7845,SAO,BSB,20,3,5441
7846,FLN,RIO,12,2,7035
7847,FLN,RIO,4,2,9848
7848,SP,POA,17,1,3015
7849,BSB,POA,5,4,3642
7850,RIO,SAO,19,3,3993
7851,FLN,BH,20,2,6854
7852,REC,BSB,11,1,4248
7853,SAO,BSB,20,3,8912
7854,BH,BSB,4,2,9641
7855,FLN,POA,9,3,2538
7856,BH,FLN,5,4,5628
7857,BH,FLN,11,5,6401
7858,MCZ,SAO,9,4,2631
7859,FLN,MCZ,17,1,9628
7860,FLN,PMW,15,4,7105
7861,BH,RIO,3,5,7992
7862,FLN,BH,8,4,4355
7863,PMW,SSA,1,1,3320
7864,SAO,REC,9,3,2767
7865,SAO,POA,17,4,4070
7866,REC,RIO,1,5,3679
7867,BH,MCZ,15,1,3909
7868,BSB,BH,16,5,9694
7869,SAO,BSB,18,3,7254
7870,POA,REC,1,4,8513
7871,REC,POA,3,5,4808
7872,FLN,SAO,13,1,8126
7873,SP,POA,17,2,10000
7874,MCZ,FLN,6,1,4027
7875,FLN,PMW,3,5,4474
7876,BH,BSB,20,3,9117
7877,SSA,SAO,15,4,9190
7878,MCZ,PMW,6,1,5192
7879,RIO,FLN,14,4,6050
7880,SAO,FLN,4,3,3451
7881,BSB,REC,15,3,3588
7882,FLN,BSB,14,1,3811
7883,PMW,BH,11,1,2255
7884,FLN,POA,8,2,5443
7885,FLN,MCZ,1,1,3783
7886,POA,BSB,18,1,5991
7887,MCZ,RIO,10,4,6785
7888,PMW,RIO,12,2,4571
7889,SSA,RIO,12,5,5344
7890,MCZ,FLN,14,5,9214
7891,FLN,SAO,5,3,2459
7892,MCZ,SAO,10,4,8806
7893,REC,SAO,3,2,4763
7894,PMW,SP,11,3,5305
7895,SP,POA,4,4,3487
7896,MCZ,BH,16,4,8990
7897,PMW,BH,6,2,7728
7898,SP,SSA,6,4,8022
7899,FLN,RIO,18,2,2274
7900,SP,RIO,13,1,5533
7901,BSB,FLN,18,4,6117
7902,SSA,MCZ,13,4,9950
7903,SSA,MCZ,2,2,3892
7904,SP,SAO,20,3,4970
7905,FLN,POA,13,2,9044
7906,RIO,POA,13,2,9441
7907,RIO,SSA,4,4,6922
7908,SSA,BSB,11,4,9996
7909,RIO,POA,3,2,8954
7910,SSA,BH,2,3,3361
7911,SSA,PMW,20,1,2186
7912,POA,RIO,1,5,4461
7913,FLN,SAO,20,2,4662
7914,RIO,PMW,2,2,4551
7915,BSB,SSA,8,1,4514
7916,BSB,RIO,9,2,3955
7917,RIO,PMW,10,4,4164
7918,FLN,REC,7,4,3561
7919,PMW,SP,17,1,2364
7920,FLN,SSA,18,2,5650
7921,FLN,POA,3,3,2180
7922,FLN,REC,2,4,9013
7923,SP,RIO,7,4,5380
7924,BH,SAO,19,1,4811
7925,FLN,PMW,4,5,6517
7926,PMW,SAO,7,1,9037
7927,SAO,PMW,8,3,3678
7928,FLN,SP,15,2,8625
7929,MCZ,RIO,6,2,9270
7930,SAO,BH,9,3,8507
7931,SSA,BH,16,3,2487
7932,RIO,REC,3,5,2160
7933,RIO,POA,18,3,2685
7934,SP,BH,5,2,2044
7935,BSB,REC,16,1,4689
7936,MCZ,SAO,16,4,2849
7937,POA,RIO,10,3,9140
7938,FLN,BSB,14,4,9248
7939,SP,SSA,10,1,4732
7940,SP,POA,7,4,7334
7941,SAO,MCZ,2,2,3818
7942,SAO,MCZ,17,4,3943
7943,REC,SSA,6,2,2358
7944,RIO,MCZ,6,5,4534
7945,FLN,POA,20,2,7918
7946,REC,BH,6,1,5816
7947,SAO,FLN,13,4,7653
7948,MCZ,SSA,1,4,3133
7949,MCZ,SP,6,1,6445
7950,SSA,POA,2,2,4031
7951,BH,MCZ,13,1,8924
7952,SSA,PMW,12,1,2864
7953,PMW,SAO,17,2,2862
7954,RIO,BH,18,1,4497
7955,RIO,SP,13,3,8017
7956,RIO,SSA,18,2,3670
7957,POA,BSB,16,2,3503
7958,BSB,MCZ,11,2,6502
7959,MCZ,SP,6,1,2660
7960,BSB,PMW,6,4,3601
7961,POA,PMW,16,3,8065
7962,FLN,SP,7,3,2426
7963,BSB,PMW,12,4,4617
7964,PMW,SAO,17,4,5894
7965,FLN,POA,20,2,3993
7966,SSA,SAO,8,3,4151
7967,SAO,BH,14,3,9992
7968,PMW,BH,9,3,9923
7969,SSA,RIO,5,3,4951
7970,RIO,REC,18,3,4982
7971,BH,REC,20,3,5868
7972,PMW,BH,3,3,5804
7973,SAO,REC,13,3,7981
7974,MCZ,SSA,12,2,3385
7975,REC,POA,9,3,6310
7976,REC,MCZ,10,2,2398
7977,SAO,POA,17,3,9867
7978,PMW,MCZ,15,1,2085
7979,REC,RIO,4,1,4719
7980,BH,BSB,15,3,2281
7981,BSB,SP,17,5,3279
7982,SP,PMW,15,1,8944
7983,PMW,SAO,17,2,3781
7984,MCZ,BSB,5,5,8593
7985,FLN,BSB,7,3,2138
7986,BSB,RIO,1,4,7990
7987,REC,SP,2,4,5183
7988,SSA,MCZ,19,2,4337
7989,RIO,SAO,11,5,9596
7990,MCZ,SSA,3,3,7038
7991,MCZ,POA,17,3,6286
7992,BH,BSB,10,5,6742
7993,BSB,MCZ,8,3,5955
7994,BH,FLN,9,1,5668
7995,POA,PMW,16,1,7368
7996,REC,BH,2,4,2728
7997,POA,REC,18,4,7330
7998,SAO,SSA,14,5,6701
7999,POA,SAO,5,1,4305
8000,POA,REC,6,1,5263
8001,BSB,SAO,12,3,2318
8002,POA,MCZ,4,3,7725
8003,SSA,MCZ,12,2,3303
8004,RIO,FLN,8,2,2615
8005,BSB,SP,3,2,7513
8006,RIO,BSB,5,5,6203
8007,BH,BSB,8,2,2407
8008,REC,SAO,5,5,7121
8009,BSB,RIO,16,5,3994
8010,SSA,MCZ,7,1,5005
8011,SSA,SAO,1,5,4228
8012,POA,SP,13,3,7246
8013,FLN,POA,19,4,8346
8014,REC,PMW,5,5,5962
8015,RIO,POA,5,1,9353
8016,BSB,BH,8,1,9946
8017,SP,RIO,1,4,7191
8018,PMW,BSB,3,4,3517
8019,SSA,SAO,1,2,7532
8020,PMW,BSB,20,5,3338
8021,FLN,MCZ,3,3,5718
8022,BH,POA,4,4,6821
8023,FLN,SP,12,2,2200
8024,SAO,POA,16,5,6327
8025,BH,POA,16,4,8712
8026,RIO,SAO,14,3,4297
8027,SP,PMW,7,3,8709
8028,SAO,RIO,17,4,7694
8029,FLN,SSA,16,4,6219
8030,BSB,PMW,9,1,7209
8031,MCZ,SSA,20,3,3961
8032,MCZ,BH,1,5,3901
8033,SAO,MCZ,14,2,2367
8034,POA,BH,11,2,3573
8035,SSA,MCZ,14,5,5175
8036,PMW,REC,7,5,2580
8037,PMW,REC,14,2,7507
8038,BSB,PMW,14,4,2451
8039,FLN,REC,10,2,2741
8040,FLN,MCZ,2,5,7840
8041,POA,RIO,18,2,9101
8042,FLN,REC,9,2,8112
8043,PMW,REC,13,5,8711
8044,RIO,BSB,13,2,4780
8045,MCZ,POA,20,3,3533
8046,REC,SAO,1,3,4956
8047,BSB,SP,3,3,9332
8048,BSB,PMW,4,3,3828
8049,SP,POA,8,5,3765
8050,SAO,BH,8,4,2224
8051,BH,MCZ,4,4,5145
8052,BSB,SP,14,3,3178
8053,RIO,PMW,5,4,8407
8054,PMW,BH,11,5,4021
8055,FLN,SAO,1,4,9036
8056,PMW,SP,12,3,6142
8057,POA,MCZ,20,3,4972
8058,PMW,SAO,12,3,6386
8059,SP,POA,16,2,8276
8060,FLN,SAO,1,3,9567
8061,BSB,FLN,9,3,7276
8062,REC,MCZ,17,4,9950
8063,BSB,SSA,11,5,3898
8064,BSB,SP,5,3,7879
8065,BH,BSB,11,4,7397
8066,FLN,SP,1,3,9153
8067,SAO,RIO,18,2,8881
8068,PMW,SP,7,5,3582
8069,MCZ,FLN,4,3,9153
8070,RIO,SSA,14,3,9572
8071,RIO,POA,7,2,7976
8072,PMW,REC,6,1,6750
8073,SAO,SP,9,2,5813
8074,SSA,RIO,19,4,4099
8075,BSB,POA,18,4,9610
8076,RIO,SAO,4,3,4101
8077,SAO,BSB,14,3,6588
8078,SP,PMW,20,4,9375
8079,BH,POA,16,1,8144
8080,RIO,PMW,19,2,2001
8081,SP,RIO,20,1,5504
8082,FLN,SAO,8,3,3996
8083,POA,SP,15,4,4579
8084,BSB,REC,7,5,3250
8085,SAO,BSB,9,3,7267
8086,SP,SAO,15,2,9650
8087,SAO,SSA,14,3,5087
8088,POA,FLN,19,3,3484
8089,SAO,FLN,3,1,4827
8090,MCZ,BSB,17,1,6024
8091,RIO,SSA,6,5,4803
8092,SSA,BH,4,1,6053
8093,RIO,BH,13,3,9423
8094,RIO,PMW,10,1,5151
8095,SP,POA,9,4,7867
8096,POA,RIO,19,5,8860
8097,SP,RIO,4,4,5338
8098,BSB,SSA,13,5,8686
8099,REC,SSA,1,3,3831
8100,RIO,BSB,8,3,2468
8101,SP,PMW,7,4,9664
8102,SSA,REC,19,5,4316
8103,REC,POA,2,3,7445
8104,SAO,MCZ,2,1,9785
8105,POA,BSB,1,3,9856
8106,POA,REC,8,1,7838
8107,BSB,SP,6,4,8043
8108,REC,MCZ,7,1,7052
8109,BH,PMW,20,5,9997
8110,BH,SP,12,5,5793
8111,SP,FLN,1,2,8544
8112,SP,REC,9,2,8704
8113,REC,PMW,4,5,6738
8114,SSA,SP,1,4,3823
8115,SP,SSA,10,4,4642
8116,POA,REC,12,1,4585
8117,SAO,BH,17,4,2151
8118,MCZ,PMW,7,4,2760
8119,BH,SSA,17,2,9776
8120,BSB,RIO,14,5,7414
8121,REC,SSA,14,1,2630
8122,PMW,BH,8,4,5981
8123,SAO,MCZ,16,2,8322
8124,MCZ,SSA,18,4,6064
8125,RIO,BSB,6,2,2715
8126,POA,BH,16,3,7225
8127,MCZ,BH,15,5,5210
8128,BH,RIO,11,5,5960
8129,SP,RIO,1,5,5011
8130,REC,MCZ,19,4,6957
8131,BSB,POA,16,2,6763
8132,BSB,REC,12,1,4740
8133,SP,MCZ,18,5,3022
8134,PMW,REC,1,3,6176
8135,MCZ,POA,2,1,8326
8136,REC,SP,18,4,4367
8137,MCZ,BH,10,4,6616
8138,FLN,BH,17,2,8318
8139,SSA,REC,6,4,5867
8140,FLN,PMW,12,5,7240
8141,SP,SSA,13,3,4775
8142,POA,REC,16,3,4631
8143,REC,MCZ,9,2,8487
8144,SP,BSB,17,3,9185
8145,SSA,SAO,9,1,8289
8146,SAO,PMW,9,3,2847
8147,BH,BSB,5,3,8714
8148,RIO,FLN,15,5,6595
8149,BH,SP,9,1,6566
8150,SP,SSA,9,3,4072
8151,POA,REC,16,4,5559
8152,BSB,MCZ,4,1,9564
8153,MCZ,SP,13,3,4635
8154,MCZ,SSA,9,4,7550
8155,POA,RIO,19,4,4179
8156,REC,RIO,5,1,2107
8157,FLN,SSA,20,4,3427
8158,PMW,SSA,17,2,9841
8159,RIO,BH,6,4,3897
8160,SP,SAO,20,4,9501
8161,SP,SSA,18,3,8826
8162,BH,MCZ,20,4,4087
8163,MCZ,FLN,19,5,9914
8164,BSB,BH,14,1,6856
8165,PMW,SP,17,3,9902
8166,RIO,PMW,9,2,2836
8167,SP,MCZ,13,2,4801
8168,POA,SSA,20,3,5498
8169,PMW,SP,2,2,3363
8170,FLN,BH,18,5,9033
8171,PMW,RIO,20,1,9256
8172,BH,SAO,9,3,9613
8173,RIO,SP,12,2,6884
8174,MCZ,PMW,15,1,3388
8175,SAO,REC,16,4,9081
8176,POA,BH,5,5,6101
8177,BH,REC,4,4,4851
8178,RIO,POA,12,3,5153
8179,REC,BH,20,3,6798
8180,PMW,POA,14,4,7679
8181,POA,PMW,1,5,3649
8182,PMW,SAO,16,4,3163
8183,BH,POA,14,5,9578
8184,SSA,FLN,15,4,9857
8185,PMW,BH,9,4,3160
8186,POA,SP,20,5,8719
8187,BH,BSB,4,2,4024
8188,SAO,SSA,9,3,8190
8189,SSA,PMW,4,4,4196
8190,MCZ,REC,4,3,7800
8191,RIO,BSB,6,5,2853
8192,MCZ,BSB,11,2,5956
8193,SAO,POA,17,3,3889
8194,SSA,RIO,5,4,9850
8195,PMW,BH,17,2,3551
8196,SP,FLN,8,2,5785
8197,FLN,BH,20,5,6967
8198,SP,SAO,5,4,4627
8199,SSA,BSB,6,1,7114
8200,SAO,MCZ,8,2,6199
8201,BSB,FLN,19,5,2715
8202,MCZ,SP,8,5,8098
8203,FLN,BSB,3,3,6915
8204,REC,SP,5,2,8569
8205,BH,SSA,6,1,6247
8206,MCZ,SP,5,4,7616
8207,POA,REC,6,2,3797
8208,FLN,SP,9,5,7652
8209,SSA,BH,15,5,8415
8210,SAO,MCZ,8,4,6078
8211,SSA,POA,5,2,9494
8212,RIO,SP,17,2,8568
8213,RIO,MCZ,3,4,7451
8214,BH,PMW,12,5,5110
8215,BSB,REC,7,1,4387
8216,FLN,MCZ,20,4,5340
8217,REC,MCZ,18,2,3030
8218,MCZ,SP,5,4,3673
8219,SSA,BH,2,5,3774
8220,RIO,POA,14,2,8770
8221,POA,SP,18,1,4570
8222,SP,BH,3,4,7771
8223,SP,PMW,1,2,5719
8224,RIO,FLN,20,2,9444
8225,PMW,BSB,20,4,5737
8226,BH,PMW,9,3,6156
8227,BSB,BH,7,3,3152
8228,MCZ,SSA,11,3,3329
